Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Arrival_Time
Air India,2024-10-03,Mumbai,Delhi,22:50,4h 12m,3 stops,No check-in baggage included,6564,03:02
SpiceJet,2024-11-03,Delhi,Kolkata,19:57,7h 30m,1 stop,No Info,6585,03:27
SpiceJet,2025-08-17,Jaipur,Bangalore,18:07,2h 26m,non-stop,In-flight meal not included,4639,20:33
AirAsia,2024-10-09,Jaipur,Chennai,15:43,1h 43m,3 stops,No Info,8384,17:26
GoAir,2024-10-07,Kolkata,Mumbai,19:09,7h 21m,1 stop,In-flight meal not included,7708,02:30
IndiGo,2025-01-24,Pune,Bangalore,19:19,8h 49m,2 stops,No check-in baggage included,3874,04:08
SpiceJet,2025-08-09,Bangalore,Delhi,05:28,7h 53m,non-stop,No Info,9598,13:21
AirAsia,2025-06-23,Jaipur,Pune,10:01,9h 19m,1 stop,In-flight meal not included,3505,19:20
Alliance Air,2025-08-16,Hyderabad,Kolkata,04:34,5h 19m,3 stops,No check-in baggage included,13974,09:53
IndiGo,2024-09-08,Jaipur,Bangalore,05:51,2h 28m,1 stop,No Info,7768,08:19
Air India,2025-01-19,Pune,Kolkata,00:46,1h 17m,3 stops,In-flight meal not included,2783,02:03
SpiceJet,2024-12-02,Delhi,Chennai,10:20,5h 5m,3 stops,No Info,7872,15:25
Air India,2025-01-06,Hyderabad,Pune,03:26,5h 23m,non-stop,No Info,14460,08:49
SpiceJet,2025-08-12,Hyderabad,Mumbai,14:23,1h 27m,3 stops,In-flight meal not included,4925,15:50
GoAir,2025-05-07,Pune,Mumbai,17:40,6h 1m,1 stop,No check-in baggage included,7800,23:41
Vistara,2025-08-24,Mumbai,Jaipur,07:07,8h 31m,non-stop,In-flight meal not included,6139,15:38
Vistara,2025-02-22,Jaipur,Delhi,11:38,6h 45m,1 stop,No Info,12393,18:23
AirAsia,2025-06-02,Chennai,Jaipur,23:51,9h 56m,2 stops,No check-in baggage included,4453,09:47
AirAsia,2025-08-14,Kolkata,Jaipur,07:32,9h 7m,non-stop,In-flight meal not included,7061,16:39
Air India,2025-03-14,Mumbai,Bangalore,02:15,3h 47m,non-stop,In-flight meal not included,4655,06:02
Vistara,2025-02-12,Chennai,Mumbai,19:37,8h 29m,1 stop,No Info,3634,04:06
SpiceJet,2025-05-01,Delhi,Kolkata,13:56,5h 36m,3 stops,No check-in baggage included,6554,19:32
IndiGo,2025-05-10,Chennai,Hyderabad,16:48,4h 19m,3 stops,In-flight meal not included,3844,21:07
Vistara,2024-10-30,Hyderabad,Delhi,17:49,3h 29m,1 stop,No check-in baggage included,8872,21:18
Vistara,2024-10-01,Pune,Jaipur,04:45,6h 0m,3 stops,No check-in baggage included,2686,10:45
Air India,2025-07-01,Pune,Jaipur,01:07,6h 32m,non-stop,In-flight meal not included,10096,07:39
Vistara,2025-08-23,Jaipur,Delhi,17:13,7h 49m,1 stop,In-flight meal not included,12889,01:02
Vistara,2024-09-03,Kolkata,Pune,11:52,5h 53m,3 stops,No Info,8121,17:45
AirAsia,2025-07-10,Hyderabad,Chennai,18:44,4h 7m,3 stops,No Info,3431,22:51
Air India,2025-03-03,Bangalore,Mumbai,16:32,6h 13m,non-stop,No Info,5490,22:45
Alliance Air,2025-04-29,Delhi,Chennai,20:46,3h 29m,3 stops,No check-in baggage included,12389,00:15
SpiceJet,2025-03-31,Chennai,Kolkata,09:05,9h 8m,non-stop,In-flight meal not included,11567,18:13
Alliance Air,2024-10-14,Chennai,Hyderabad,04:59,5h 9m,1 stop,In-flight meal not included,4378,10:08
SpiceJet,2025-06-28,Pune,Delhi,14:02,3h 2m,non-stop,No Info,6107,17:04
AirAsia,2024-12-14,Kolkata,Delhi,21:27,2h 36m,1 stop,No Info,11564,00:03
Air India,2025-02-25,Jaipur,Bangalore,21:11,6h 33m,non-stop,No check-in baggage included,11272,03:44
IndiGo,2025-05-28,Kolkata,Mumbai,05:45,5h 23m,2 stops,No check-in baggage included,4348,11:08
Air India,2025-07-29,Mumbai,Hyderabad,18:42,5h 13m,non-stop,No check-in baggage included,11241,23:55
AirAsia,2025-03-21,Mumbai,Pune,04:30,7h 35m,2 stops,No check-in baggage included,9747,12:05
Air India,2025-01-04,Mumbai,Kolkata,17:27,3h 30m,non-stop,No Info,14017,20:57
Air India,2024-09-22,Mumbai,Jaipur,14:05,8h 11m,non-stop,No Info,9639,22:16
SpiceJet,2025-06-17,Mumbai,Kolkata,05:12,5h 19m,non-stop,No check-in baggage included,11433,10:31
GoAir,2024-10-24,Delhi,Pune,08:13,9h 50m,2 stops,No check-in baggage included,7859,18:03
Vistara,2025-03-04,Pune,Kolkata,18:58,2h 29m,3 stops,In-flight meal not included,10383,21:27
SpiceJet,2025-03-15,Bangalore,Jaipur,13:35,9h 28m,1 stop,No Info,5598,23:03
IndiGo,2025-02-07,Hyderabad,Chennai,05:15,5h 45m,3 stops,No Info,7891,11:00
IndiGo,2025-06-02,Chennai,Kolkata,12:31,2h 24m,non-stop,In-flight meal not included,2552,14:55
GoAir,2025-07-24,Delhi,Chennai,21:45,2h 37m,non-stop,No check-in baggage included,4930,00:22
Air India,2024-12-12,Mumbai,Bangalore,01:43,8h 47m,2 stops,In-flight meal not included,4812,10:30
AirAsia,2025-06-04,Hyderabad,Bangalore,10:50,3h 7m,3 stops,No check-in baggage included,5060,13:57
SpiceJet,2025-06-11,Hyderabad,Delhi,05:01,7h 4m,3 stops,No Info,8011,12:05
AirAsia,2025-07-31,Delhi,Jaipur,02:19,6h 24m,non-stop,In-flight meal not included,9812,08:43
IndiGo,2025-03-17,Delhi,Hyderabad,00:03,8h 54m,1 stop,No check-in baggage included,3496,08:57
Alliance Air,2025-07-23,Mumbai,Kolkata,22:28,9h 45m,2 stops,No check-in baggage included,13852,08:13
IndiGo,2024-11-10,Hyderabad,Delhi,02:13,6h 43m,3 stops,In-flight meal not included,2697,08:56
GoAir,2024-10-31,Delhi,Kolkata,11:10,7h 59m,non-stop,No check-in baggage included,6055,19:09
Vistara,2025-03-16,Chennai,Delhi,01:15,4h 22m,non-stop,No Info,5339,05:37
Alliance Air,2025-02-11,Pune,Delhi,16:42,4h 4m,3 stops,No check-in baggage included,11924,20:46
Vistara,2025-03-13,Delhi,Jaipur,19:04,1h 3m,non-stop,No Info,4655,20:07
SpiceJet,2025-07-07,Mumbai,Pune,14:21,6h 55m,3 stops,No check-in baggage included,12783,21:16
Air India,2025-07-19,Kolkata,Jaipur,15:02,4h 19m,1 stop,In-flight meal not included,2078,19:21
SpiceJet,2024-11-30,Delhi,Kolkata,08:57,8h 21m,non-stop,No check-in baggage included,6556,17:18
AirAsia,2024-12-15,Jaipur,Bangalore,19:24,9h 21m,2 stops,No Info,11369,04:45
GoAir,2025-03-02,Hyderabad,Delhi,23:34,8h 47m,2 stops,In-flight meal not included,13349,08:21
Vistara,2025-03-14,Mumbai,Hyderabad,20:20,2h 49m,2 stops,No check-in baggage included,14255,23:09
AirAsia,2025-01-18,Hyderabad,Pune,23:50,4h 49m,1 stop,In-flight meal not included,10464,04:39
SpiceJet,2025-02-25,Bangalore,Delhi,09:53,9h 17m,1 stop,No Info,12154,19:10
SpiceJet,2024-12-05,Delhi,Kolkata,16:46,9h 40m,non-stop,No check-in baggage included,6415,02:26
Vistara,2025-04-20,Pune,Chennai,04:32,1h 49m,2 stops,In-flight meal not included,12658,06:21
SpiceJet,2024-10-28,Delhi,Mumbai,03:05,5h 20m,3 stops,In-flight meal not included,3814,08:25
IndiGo,2025-02-15,Bangalore,Hyderabad,23:22,2h 37m,non-stop,No Info,12937,01:59
SpiceJet,2025-06-01,Mumbai,Kolkata,15:45,7h 5m,1 stop,No Info,6625,22:50
Vistara,2025-05-11,Mumbai,Jaipur,12:14,1h 2m,3 stops,No check-in baggage included,12358,13:16
Alliance Air,2025-07-26,Hyderabad,Jaipur,09:21,3h 47m,non-stop,No check-in baggage included,13878,13:08
Air India,2025-07-26,Pune,Delhi,05:49,3h 20m,1 stop,No Info,13842,09:09
Alliance Air,2024-12-10,Kolkata,Chennai,21:14,2h 21m,2 stops,In-flight meal not included,6354,23:35
GoAir,2024-09-23,Mumbai,Jaipur,03:42,3h 12m,1 stop,No Info,5331,06:54
AirAsia,2025-05-22,Hyderabad,Mumbai,15:03,8h 37m,1 stop,In-flight meal not included,3190,23:40
AirAsia,2025-01-08,Kolkata,Mumbai,20:17,2h 59m,3 stops,In-flight meal not included,4485,23:16
Alliance Air,2024-12-04,Mumbai,Hyderabad,12:14,1h 20m,3 stops,In-flight meal not included,4855,13:34
Vistara,2024-11-02,Hyderabad,Mumbai,15:47,5h 25m,3 stops,In-flight meal not included,8236,21:12
AirAsia,2024-11-18,Hyderabad,Kolkata,22:38,8h 14m,1 stop,In-flight meal not included,8107,06:52
SpiceJet,2025-03-21,Jaipur,Mumbai,19:01,2h 55m,2 stops,No check-in baggage included,6330,21:56
Vistara,2025-03-31,Jaipur,Delhi,08:34,4h 31m,3 stops,No check-in baggage included,7695,13:05
GoAir,2025-01-28,Bangalore,Mumbai,20:28,6h 44m,non-stop,No Info,12616,03:12
IndiGo,2024-12-16,Hyderabad,Pune,00:02,8h 43m,3 stops,In-flight meal not included,8599,08:45
GoAir,2025-06-16,Chennai,Delhi,05:21,8h 37m,3 stops,No check-in baggage included,10222,13:58
GoAir,2025-07-10,Pune,Mumbai,20:27,3h 46m,2 stops,In-flight meal not included,9601,00:13
SpiceJet,2025-06-25,Hyderabad,Jaipur,21:19,7h 46m,2 stops,No Info,5679,05:05
Vistara,2024-11-12,Pune,Jaipur,12:54,9h 22m,3 stops,In-flight meal not included,2538,22:16
SpiceJet,2024-10-13,Jaipur,Bangalore,23:30,4h 24m,non-stop,No Info,10367,03:54
AirAsia,2024-12-03,Jaipur,Mumbai,08:12,1h 8m,2 stops,In-flight meal not included,10961,09:20
GoAir,2024-11-12,Pune,Hyderabad,18:47,2h 36m,1 stop,In-flight meal not included,8130,21:23
Air India,2024-12-27,Kolkata,Chennai,12:16,4h 36m,2 stops,In-flight meal not included,8758,16:52
IndiGo,2024-10-10,Pune,Bangalore,17:49,7h 14m,3 stops,No check-in baggage included,11803,01:03
SpiceJet,2025-01-26,Hyderabad,Delhi,09:58,5h 36m,1 stop,In-flight meal not included,3544,15:34
SpiceJet,2024-10-10,Delhi,Jaipur,15:40,8h 32m,2 stops,In-flight meal not included,4152,00:12
SpiceJet,2025-03-22,Jaipur,Mumbai,22:56,6h 6m,3 stops,No Info,8340,05:02
AirAsia,2025-02-27,Hyderabad,Bangalore,15:56,4h 19m,1 stop,In-flight meal not included,8599,20:15
Alliance Air,2025-01-22,Delhi,Bangalore,23:04,4h 18m,non-stop,No check-in baggage included,3202,03:22
AirAsia,2024-09-10,Bangalore,Hyderabad,11:20,9h 40m,3 stops,In-flight meal not included,8482,21:00
Alliance Air,2024-12-15,Jaipur,Pune,23:32,5h 3m,1 stop,In-flight meal not included,10956,04:35
Vistara,2024-10-12,Delhi,Pune,13:14,3h 2m,non-stop,In-flight meal not included,9969,16:16
Air India,2025-05-02,Pune,Kolkata,09:40,3h 44m,1 stop,No Info,2474,13:24
IndiGo,2024-09-19,Jaipur,Pune,01:13,7h 55m,1 stop,In-flight meal not included,12564,09:08
AirAsia,2025-07-30,Kolkata,Pune,22:43,6h 39m,non-stop,In-flight meal not included,4214,05:22
Alliance Air,2024-12-08,Delhi,Chennai,16:41,2h 35m,non-stop,No Info,2074,19:16
Alliance Air,2024-12-21,Hyderabad,Kolkata,11:29,2h 18m,non-stop,No Info,12730,13:47
AirAsia,2025-06-14,Hyderabad,Pune,16:48,9h 9m,3 stops,In-flight meal not included,10723,01:57
SpiceJet,2024-12-09,Delhi,Jaipur,15:57,7h 23m,1 stop,No check-in baggage included,9717,23:20
Air India,2025-07-06,Jaipur,Bangalore,00:15,6h 24m,non-stop,No check-in baggage included,8572,06:39
Vistara,2025-03-17,Chennai,Hyderabad,12:35,7h 14m,1 stop,No Info,3914,19:49
Alliance Air,2025-01-14,Bangalore,Mumbai,08:30,7h 45m,1 stop,In-flight meal not included,4682,16:15
AirAsia,2025-04-06,Mumbai,Kolkata,18:59,7h 10m,non-stop,No check-in baggage included,10924,02:09
IndiGo,2024-11-28,Bangalore,Kolkata,02:38,8h 14m,3 stops,No Info,10985,10:52
IndiGo,2025-02-05,Bangalore,Chennai,08:28,3h 48m,2 stops,No Info,7596,12:16
AirAsia,2025-04-04,Kolkata,Chennai,12:19,9h 50m,2 stops,No Info,8069,22:09
GoAir,2024-12-04,Jaipur,Mumbai,23:18,6h 47m,non-stop,No check-in baggage included,14144,06:05
SpiceJet,2024-12-01,Chennai,Delhi,22:14,9h 59m,1 stop,In-flight meal not included,5374,08:13
IndiGo,2025-06-05,Delhi,Chennai,22:35,4h 16m,non-stop,In-flight meal not included,2760,02:51
GoAir,2025-02-15,Delhi,Hyderabad,04:47,6h 5m,2 stops,No check-in baggage included,11761,10:52
GoAir,2024-10-07,Chennai,Kolkata,17:33,4h 28m,1 stop,No check-in baggage included,11867,22:01
GoAir,2024-12-19,Hyderabad,Bangalore,17:26,3h 39m,non-stop,No check-in baggage included,11825,21:05
GoAir,2024-10-23,Mumbai,Kolkata,16:12,2h 0m,1 stop,In-flight meal not included,3929,18:12
Vistara,2025-07-08,Pune,Hyderabad,17:15,2h 22m,3 stops,No Info,7177,19:37
SpiceJet,2025-02-06,Hyderabad,Mumbai,11:42,3h 3m,2 stops,In-flight meal not included,2006,14:45
Vistara,2025-03-13,Chennai,Delhi,16:30,9h 10m,1 stop,No check-in baggage included,11471,01:40
IndiGo,2025-03-22,Delhi,Pune,03:22,4h 8m,1 stop,No check-in baggage included,6916,07:30
SpiceJet,2024-12-30,Hyderabad,Pune,11:52,5h 47m,1 stop,In-flight meal not included,9150,17:39
IndiGo,2024-11-01,Mumbai,Hyderabad,13:47,9h 54m,3 stops,In-flight meal not included,11446,23:41
Vistara,2025-01-29,Mumbai,Jaipur,23:10,3h 7m,non-stop,In-flight meal not included,8458,02:17
SpiceJet,2024-11-28,Hyderabad,Mumbai,13:23,4h 4m,2 stops,In-flight meal not included,9385,17:27
IndiGo,2024-11-21,Mumbai,Delhi,18:12,4h 45m,3 stops,In-flight meal not included,5831,22:57
IndiGo,2025-04-10,Hyderabad,Chennai,08:47,2h 48m,non-stop,No check-in baggage included,13915,11:35
Alliance Air,2025-06-13,Jaipur,Pune,08:12,4h 44m,2 stops,In-flight meal not included,13633,12:56
SpiceJet,2025-07-19,Bangalore,Hyderabad,14:33,6h 10m,non-stop,In-flight meal not included,8314,20:43
Air India,2024-11-10,Bangalore,Delhi,20:31,3h 16m,1 stop,In-flight meal not included,9102,23:47
Vistara,2025-02-09,Bangalore,Mumbai,02:34,3h 38m,3 stops,No Info,4114,06:12
Alliance Air,2024-09-15,Chennai,Hyderabad,11:13,1h 5m,2 stops,No Info,13137,12:18
AirAsia,2025-06-24,Chennai,Delhi,23:33,7h 35m,2 stops,In-flight meal not included,4691,07:08
Alliance Air,2025-07-17,Delhi,Pune,23:30,1h 16m,3 stops,No Info,2364,00:46
GoAir,2024-11-09,Hyderabad,Chennai,17:51,8h 31m,non-stop,No check-in baggage included,8434,02:22
GoAir,2024-10-19,Pune,Mumbai,15:24,8h 14m,non-stop,No Info,5117,23:38
IndiGo,2024-11-14,Bangalore,Pune,10:45,8h 44m,3 stops,In-flight meal not included,3518,19:29
Vistara,2024-10-16,Pune,Bangalore,01:15,7h 23m,1 stop,No check-in baggage included,10877,08:38
GoAir,2025-05-17,Chennai,Hyderabad,11:04,1h 48m,2 stops,No Info,3932,12:52
AirAsia,2024-09-09,Chennai,Bangalore,01:02,6h 18m,2 stops,No Info,4951,07:20
Air India,2024-12-12,Chennai,Hyderabad,16:57,9h 47m,2 stops,No Info,5374,02:44
GoAir,2025-01-14,Hyderabad,Chennai,22:28,8h 16m,non-stop,In-flight meal not included,14922,06:44
Vistara,2024-11-10,Delhi,Chennai,21:06,6h 3m,3 stops,No Info,2617,03:09
IndiGo,2025-04-24,Hyderabad,Bangalore,08:01,5h 9m,1 stop,No Info,14483,13:10
Vistara,2025-06-22,Jaipur,Delhi,23:59,3h 36m,3 stops,No check-in baggage included,9590,03:35
SpiceJet,2025-06-18,Kolkata,Mumbai,13:59,5h 39m,2 stops,No check-in baggage included,13467,19:38
AirAsia,2025-08-25,Jaipur,Hyderabad,00:23,2h 39m,3 stops,No check-in baggage included,11766,03:02
GoAir,2025-05-07,Kolkata,Pune,19:22,1h 22m,3 stops,No check-in baggage included,5836,20:44
Air India,2025-08-06,Pune,Jaipur,00:13,5h 6m,2 stops,In-flight meal not included,3094,05:19
Alliance Air,2024-11-14,Chennai,Mumbai,01:04,9h 57m,non-stop,No check-in baggage included,4962,11:01
Alliance Air,2025-03-11,Pune,Chennai,18:53,6h 16m,2 stops,No Info,4083,01:09
Air India,2025-07-19,Bangalore,Mumbai,22:38,4h 58m,non-stop,No check-in baggage included,7602,03:36
Alliance Air,2024-12-24,Mumbai,Kolkata,02:02,4h 54m,1 stop,In-flight meal not included,11937,06:56
SpiceJet,2025-04-15,Jaipur,Bangalore,19:52,1h 16m,non-stop,No Info,10763,21:08
SpiceJet,2025-03-08,Chennai,Mumbai,22:42,8h 19m,3 stops,No Info,10804,07:01
Vistara,2025-04-24,Hyderabad,Mumbai,03:13,3h 21m,1 stop,No Info,8521,06:34
IndiGo,2025-07-03,Kolkata,Jaipur,13:29,2h 12m,1 stop,No check-in baggage included,10275,15:41
Vistara,2025-02-14,Hyderabad,Bangalore,20:00,3h 53m,1 stop,In-flight meal not included,14310,23:53
IndiGo,2024-12-10,Mumbai,Delhi,19:06,2h 41m,non-stop,No check-in baggage included,12321,21:47
Alliance Air,2024-12-19,Kolkata,Jaipur,11:47,1h 47m,non-stop,No Info,11709,13:34
Air India,2024-12-13,Kolkata,Delhi,05:28,7h 16m,non-stop,No check-in baggage included,14270,12:44
AirAsia,2025-08-28,Bangalore,Hyderabad,07:51,4h 47m,1 stop,No check-in baggage included,4589,12:38
Alliance Air,2025-03-02,Chennai,Jaipur,11:09,2h 4m,1 stop,No check-in baggage included,13458,13:13
Vistara,2025-08-28,Pune,Kolkata,06:31,6h 28m,non-stop,In-flight meal not included,9022,12:59
GoAir,2025-03-05,Chennai,Kolkata,14:29,2h 6m,2 stops,No check-in baggage included,12303,16:35
Alliance Air,2025-02-11,Bangalore,Mumbai,14:09,6h 16m,1 stop,No Info,5268,20:25
Vistara,2025-08-12,Kolkata,Mumbai,13:10,5h 28m,2 stops,No Info,9877,18:38
GoAir,2025-03-24,Chennai,Hyderabad,11:51,3h 47m,2 stops,In-flight meal not included,3053,15:38
SpiceJet,2025-08-06,Chennai,Hyderabad,10:17,1h 48m,3 stops,No check-in baggage included,6634,12:05
AirAsia,2025-08-17,Hyderabad,Bangalore,11:39,9h 43m,3 stops,In-flight meal not included,9364,21:22
Vistara,2024-10-07,Kolkata,Pune,04:44,7h 42m,2 stops,No check-in baggage included,14300,12:26
Air India,2025-06-19,Pune,Chennai,01:58,3h 52m,1 stop,No check-in baggage included,11132,05:50
IndiGo,2025-04-18,Pune,Kolkata,12:28,9h 38m,2 stops,No Info,7906,22:06
GoAir,2024-09-16,Pune,Chennai,16:21,4h 38m,1 stop,No check-in baggage included,4049,20:59
Air India,2024-12-23,Jaipur,Hyderabad,19:05,9h 48m,non-stop,No check-in baggage included,6078,04:53
Alliance Air,2024-10-31,Pune,Hyderabad,02:42,5h 23m,2 stops,No check-in baggage included,8751,08:05
GoAir,2025-07-07,Jaipur,Pune,11:07,8h 25m,2 stops,No Info,13981,19:32
IndiGo,2024-11-15,Hyderabad,Bangalore,00:23,1h 35m,non-stop,No Info,12139,01:58
Vistara,2024-11-03,Chennai,Delhi,14:02,9h 1m,3 stops,No check-in baggage included,12083,23:03
IndiGo,2025-08-02,Chennai,Jaipur,20:03,3h 41m,2 stops,In-flight meal not included,9099,23:44
GoAir,2025-07-07,Delhi,Mumbai,00:01,2h 42m,3 stops,No check-in baggage included,10040,02:43
Vistara,2025-04-24,Mumbai,Jaipur,10:00,4h 33m,1 stop,No Info,7894,14:33
Alliance Air,2024-12-07,Mumbai,Pune,23:38,5h 34m,1 stop,No Info,5080,05:12
Vistara,2025-04-22,Chennai,Delhi,11:07,1h 3m,1 stop,No Info,7544,12:10
GoAir,2025-04-14,Mumbai,Delhi,09:50,5h 29m,non-stop,In-flight meal not included,13539,15:19
Alliance Air,2025-01-19,Kolkata,Bangalore,18:00,9h 48m,non-stop,In-flight meal not included,6752,03:48
SpiceJet,2025-02-04,Kolkata,Mumbai,01:33,8h 52m,1 stop,No Info,4314,10:25
Air India,2024-09-07,Mumbai,Hyderabad,16:33,6h 41m,non-stop,In-flight meal not included,2717,23:14
Air India,2025-05-15,Chennai,Pune,16:32,1h 54m,non-stop,No Info,8821,18:26
AirAsia,2025-02-28,Pune,Mumbai,21:12,2h 46m,1 stop,No check-in baggage included,10550,23:58
GoAir,2025-03-17,Delhi,Kolkata,18:51,6h 5m,non-stop,No Info,7471,00:56
Air India,2024-10-22,Pune,Jaipur,04:57,4h 47m,2 stops,No check-in baggage included,12757,09:44
GoAir,2024-10-11,Pune,Bangalore,23:29,8h 11m,3 stops,No check-in baggage included,3557,07:40
SpiceJet,2025-02-14,Chennai,Bangalore,10:30,7h 10m,3 stops,No check-in baggage included,9837,17:40
Alliance Air,2025-06-08,Chennai,Jaipur,19:40,2h 41m,1 stop,No check-in baggage included,5544,22:21
GoAir,2025-04-24,Hyderabad,Pune,14:44,1h 25m,non-stop,No check-in baggage included,9546,16:09
AirAsia,2025-02-22,Mumbai,Delhi,08:53,4h 15m,1 stop,In-flight meal not included,7067,13:08
Alliance Air,2025-03-06,Bangalore,Hyderabad,07:32,6h 30m,non-stop,No Info,10428,14:02
GoAir,2025-04-10,Pune,Chennai,04:55,5h 11m,1 stop,No check-in baggage included,8363,10:06
IndiGo,2025-01-18,Pune,Bangalore,06:43,6h 2m,1 stop,In-flight meal not included,9252,12:45
Vistara,2024-11-08,Jaipur,Mumbai,16:54,5h 23m,3 stops,No Info,9548,22:17
Vistara,2025-06-25,Kolkata,Mumbai,08:39,5h 35m,2 stops,No Info,4047,14:14
IndiGo,2024-12-25,Jaipur,Mumbai,19:39,4h 57m,3 stops,No Info,10537,00:36
SpiceJet,2024-12-22,Chennai,Bangalore,02:11,1h 16m,1 stop,No check-in baggage included,5970,03:27
Air India,2024-10-19,Pune,Chennai,14:16,8h 10m,non-stop,No check-in baggage included,8676,22:26
SpiceJet,2025-03-31,Bangalore,Delhi,12:17,3h 29m,non-stop,No check-in baggage included,5818,15:46
Vistara,2025-08-15,Jaipur,Chennai,14:21,2h 15m,1 stop,In-flight meal not included,2895,16:36
Vistara,2025-06-14,Delhi,Hyderabad,02:17,7h 27m,2 stops,No Info,3104,09:44
AirAsia,2025-03-07,Bangalore,Delhi,06:18,2h 3m,non-stop,No check-in baggage included,2589,08:21
Vistara,2024-10-18,Bangalore,Mumbai,20:15,8h 52m,non-stop,No check-in baggage included,5528,05:07
Air India,2025-08-27,Hyderabad,Mumbai,07:25,6h 41m,3 stops,In-flight meal not included,14162,14:06
GoAir,2024-10-21,Mumbai,Delhi,07:26,2h 59m,3 stops,No Info,12669,10:25
SpiceJet,2024-11-08,Chennai,Kolkata,03:13,8h 22m,2 stops,No check-in baggage included,3610,11:35
AirAsia,2025-01-31,Pune,Chennai,10:23,1h 14m,2 stops,No Info,9826,11:37
IndiGo,2025-04-09,Hyderabad,Pune,23:48,2h 50m,3 stops,In-flight meal not included,13587,02:38
Alliance Air,2025-07-31,Chennai,Delhi,01:11,1h 57m,1 stop,In-flight meal not included,14453,03:08
Vistara,2025-03-02,Hyderabad,Kolkata,21:45,3h 41m,non-stop,In-flight meal not included,14628,01:26
Air India,2025-03-15,Jaipur,Delhi,12:16,8h 33m,non-stop,In-flight meal not included,8433,20:49
IndiGo,2025-06-14,Mumbai,Kolkata,23:57,2h 22m,3 stops,No Info,12165,02:19
AirAsia,2025-08-06,Mumbai,Hyderabad,08:04,3h 38m,non-stop,No Info,11431,11:42
SpiceJet,2025-02-01,Hyderabad,Bangalore,02:55,7h 53m,1 stop,No check-in baggage included,5736,10:48
GoAir,2025-08-03,Delhi,Jaipur,08:31,1h 46m,non-stop,No Info,9153,10:17
SpiceJet,2025-06-27,Kolkata,Pune,21:00,3h 58m,1 stop,No Info,2725,00:58
Alliance Air,2025-04-26,Chennai,Jaipur,04:14,9h 13m,2 stops,No Info,3014,13:27
SpiceJet,2025-08-09,Delhi,Jaipur,01:43,3h 43m,1 stop,No check-in baggage included,12354,05:26
IndiGo,2025-02-18,Delhi,Pune,15:34,8h 53m,1 stop,No Info,11230,00:27
SpiceJet,2025-01-17,Pune,Hyderabad,12:46,8h 17m,3 stops,In-flight meal not included,8807,21:03
AirAsia,2025-01-07,Delhi,Mumbai,22:52,9h 22m,1 stop,In-flight meal not included,3492,08:14
Vistara,2024-11-25,Chennai,Delhi,20:45,3h 46m,3 stops,In-flight meal not included,4371,00:31
SpiceJet,2025-02-11,Bangalore,Chennai,22:37,2h 59m,2 stops,No Info,8081,01:36
SpiceJet,2024-12-30,Pune,Jaipur,14:08,6h 59m,3 stops,No check-in baggage included,3196,21:07
Alliance Air,2025-03-12,Delhi,Bangalore,01:51,5h 33m,3 stops,In-flight meal not included,6469,07:24
GoAir,2025-04-24,Hyderabad,Bangalore,18:20,9h 56m,3 stops,No check-in baggage included,6783,04:16
Vistara,2025-03-04,Mumbai,Delhi,04:50,2h 10m,non-stop,In-flight meal not included,9729,07:00
IndiGo,2025-04-18,Pune,Jaipur,19:30,4h 13m,3 stops,No Info,14738,23:43
Air India,2025-06-02,Chennai,Pune,01:26,4h 48m,3 stops,No Info,2898,06:14
Vistara,2024-12-20,Kolkata,Mumbai,18:32,8h 3m,1 stop,In-flight meal not included,4123,02:35
Vistara,2025-02-27,Chennai,Kolkata,20:22,7h 38m,1 stop,No check-in baggage included,12867,04:00
GoAir,2024-11-20,Chennai,Hyderabad,20:28,2h 31m,non-stop,In-flight meal not included,7293,22:59
Air India,2024-09-15,Jaipur,Hyderabad,03:55,9h 35m,2 stops,No check-in baggage included,7732,13:30
