City,Advisory_Date,Advisory_Level,Reason,Affected_Routes,Additional_Info,Validity
Mumbai,2025-04-16,High,Security concerns,Bangalore to Pune,Monitor local news,Indefinite
Delhi,2024-11-12,Low,Political unrest,Hyderabad to Delhi,Monitor local news,3 days
Mumbai,2024-12-13,Low,Infrastructure issues,Pune to Mumbai,No Info,1 day
Jaipur,2025-05-30,Moderate,Weather,Hyderabad to Jaipur,Monitor local news,1 week
Pune,2024-12-04,High,Security concerns,Jaipur to Bangalore,Check with airlines,3 days
Pune,2025-07-11,Low,Infrastructure issues,Mumbai to Hyderabad,No Info,Indefinite
Kolkata,2025-06-06,Severe,Weather,Bangalore to Hyderabad,Check with airlines,1 week
Jaipur,2025-01-17,Low,Security concerns,Kolkata to Mumbai,Follow local guidelines,3 days
Mumbai,2024-09-18,High,Weather,Pune to Jaipur,Follow local guidelines,1 week
Bangalore,2024-10-20,Low,Political unrest,Delhi to Jaipur,No Info,Indefinite
Jaipur,2025-01-28,Moderate,Weather,Jaipur to Pune,Monitor local news,3 days
Kolkata,2025-07-10,Moderate,Political unrest,Kolkata to Hyderabad,Follow local guidelines,3 days
Chennai,2025-08-07,Low,Health advisory,Delhi to Chennai,Check with airlines,3 days
Chennai,2025-01-12,Moderate,Weather,Kolkata to Pune,Check with airlines,1 day
Pune,2025-03-06,Low,Political unrest,Bangalore to Hyderabad,Follow local guidelines,1 day
Jaipur,2025-09-01,High,Health advisory,Delhi to Jaipur,No Info,3 days
Mumbai,2025-08-30,Low,Infrastructure issues,Mumbai to Pune,Monitor local news,Indefinite
Bangalore,2024-09-26,Severe,Weather,Chennai to Jaipur,Monitor local news,1 day
Bangalore,2024-11-01,Moderate,Health advisory,Chennai to Kolkata,Follow local guidelines,1 day
Mumbai,2025-07-15,High,Weather,Chennai to Jaipur,Avoid non-essential travel,3 days
Pune,2024-10-20,High,Health advisory,Pune to Chennai,Avoid non-essential travel,1 week
Kolkata,2024-12-14,Severe,Security concerns,Kolkata to Jaipur,No Info,Indefinite
Jaipur,2024-12-13,High,Weather,Hyderabad to Jaipur,Follow local guidelines,3 days
Pune,2025-03-06,Severe,Political unrest,Kolkata to Bangalore,Monitor local news,1 week
Hyderabad,2024-11-22,Severe,Political unrest,Chennai to Delhi,Monitor local news,3 days
Pune,2024-10-25,Moderate,Political unrest,Bangalore to Mumbai,No Info,Indefinite
Jaipur,2024-10-15,Low,Infrastructure issues,Hyderabad to Mumbai,Follow local guidelines,1 day
Bangalore,2024-10-25,Severe,Security concerns,Chennai to Bangalore,Avoid non-essential travel,Indefinite
Kolkata,2024-12-03,Severe,Weather,Hyderabad to Jaipur,Monitor local news,1 week
Jaipur,2024-11-21,Low,Political unrest,Hyderabad to Bangalore,No Info,1 week
Kolkata,2024-12-12,Low,Infrastructure issues,Bangalore to Delhi,Avoid non-essential travel,1 day
Jaipur,2025-01-02,Low,Political unrest,Chennai to Mumbai,No Info,1 day
Jaipur,2025-08-01,Moderate,Political unrest,Pune to Hyderabad,Monitor local news,Indefinite
Chennai,2024-11-16,Severe,Political unrest,Bangalore to Chennai,Check with airlines,1 week
Kolkata,2025-05-21,Low,Health advisory,Delhi to Kolkata,Avoid non-essential travel,Indefinite
Delhi,2024-12-20,Low,Weather,Hyderabad to Bangalore,Check with airlines,3 days
Kolkata,2025-01-26,Low,Weather,Mumbai to Jaipur,Avoid non-essential travel,1 week
Mumbai,2025-06-19,Moderate,Health advisory,Chennai to Jaipur,No Info,3 days
Mumbai,2025-05-22,Low,Health advisory,Hyderabad to Bangalore,Monitor local news,Indefinite
Delhi,2025-06-22,Low,Political unrest,Hyderabad to Kolkata,No Info,1 week
Hyderabad,2024-12-28,Severe,Weather,Pune to Delhi,Follow local guidelines,3 days
Kolkata,2025-07-20,Low,Weather,Pune to Hyderabad,No Info,Indefinite
Hyderabad,2025-08-09,Moderate,Infrastructure issues,Kolkata to Jaipur,Monitor local news,3 days
Mumbai,2025-04-06,Moderate,Security concerns,Pune to Hyderabad,Monitor local news,Indefinite
Bangalore,2024-11-30,Moderate,Political unrest,Delhi to Mumbai,Check with airlines,1 day
Pune,2025-05-10,High,Infrastructure issues,Hyderabad to Jaipur,Monitor local news,Indefinite
Delhi,2025-06-12,Low,Infrastructure issues,Mumbai to Hyderabad,No Info,1 week
Hyderabad,2024-11-25,Low,Health advisory,Delhi to Pune,Monitor local news,1 day
Delhi,2024-11-16,Low,Infrastructure issues,Bangalore to Hyderabad,Follow local guidelines,Indefinite
Delhi,2024-12-08,Severe,Health advisory,Delhi to Kolkata,Monitor local news,1 day
Chennai,2025-05-20,High,Weather,Mumbai to Bangalore,Follow local guidelines,Indefinite
Jaipur,2024-11-25,Severe,Infrastructure issues,Jaipur to Delhi,Monitor local news,Indefinite
Pune,2024-12-16,Low,Weather,Bangalore to Jaipur,No Info,1 day
Bangalore,2025-01-29,Low,Weather,Mumbai to Delhi,Avoid non-essential travel,1 day
Pune,2025-06-16,Low,Security concerns,Jaipur to Chennai,Monitor local news,3 days
Hyderabad,2025-03-18,Moderate,Infrastructure issues,Jaipur to Delhi,No Info,1 day
Pune,2025-01-03,High,Political unrest,Delhi to Bangalore,Check with airlines,3 days
Mumbai,2025-03-28,Low,Security concerns,Hyderabad to Mumbai,Check with airlines,Indefinite
Delhi,2024-10-05,Severe,Infrastructure issues,Mumbai to Bangalore,No Info,Indefinite
Kolkata,2025-02-25,Moderate,Health advisory,Jaipur to Chennai,Avoid non-essential travel,3 days
Kolkata,2024-10-06,High,Weather,Delhi to Pune,No Info,1 day
Chennai,2024-09-17,Low,Health advisory,Jaipur to Delhi,Check with airlines,1 day
Mumbai,2025-06-07,Severe,Health advisory,Chennai to Delhi,Avoid non-essential travel,1 week
Delhi,2025-06-18,Low,Security concerns,Jaipur to Chennai,Follow local guidelines,1 week
Kolkata,2025-01-22,Moderate,Political unrest,Delhi to Kolkata,Avoid non-essential travel,Indefinite
Mumbai,2025-03-02,Moderate,Weather,Chennai to Pune,Follow local guidelines,3 days
Mumbai,2024-09-12,Moderate,Political unrest,Bangalore to Mumbai,Check with airlines,Indefinite
Jaipur,2025-04-07,Moderate,Security concerns,Jaipur to Chennai,Follow local guidelines,1 week
Chennai,2024-12-06,High,Political unrest,Pune to Chennai,Check with airlines,3 days
Hyderabad,2024-09-27,Severe,Security concerns,Mumbai to Kolkata,Monitor local news,1 day
Mumbai,2025-03-18,Moderate,Infrastructure issues,Chennai to Pune,Check with airlines,Indefinite
Bangalore,2025-07-01,Low,Infrastructure issues,Bangalore to Chennai,Follow local guidelines,1 day
Bangalore,2025-08-17,Severe,Infrastructure issues,Delhi to Bangalore,Check with airlines,1 week
Jaipur,2025-02-25,Moderate,Political unrest,Jaipur to Delhi,Check with airlines,1 day
Chennai,2025-04-30,Low,Health advisory,Bangalore to Jaipur,Check with airlines,3 days
Hyderabad,2024-11-16,Severe,Weather,Bangalore to Mumbai,No Info,3 days
Mumbai,2025-06-22,High,Security concerns,Hyderabad to Kolkata,Avoid non-essential travel,1 day
Hyderabad,2025-08-26,Low,Security concerns,Mumbai to Jaipur,Check with airlines,1 day
Chennai,2025-02-19,Severe,Political unrest,Bangalore to Mumbai,Avoid non-essential travel,1 week
Pune,2025-02-12,Low,Security concerns,Delhi to Chennai,Monitor local news,Indefinite
Delhi,2025-06-03,High,Health advisory,Bangalore to Delhi,Check with airlines,1 week
Pune,2024-09-24,Low,Infrastructure issues,Bangalore to Chennai,No Info,1 week
Chennai,2024-11-08,High,Political unrest,Kolkata to Chennai,Avoid non-essential travel,1 week
Hyderabad,2024-12-02,High,Security concerns,Bangalore to Pune,Check with airlines,Indefinite
Pune,2025-08-26,Severe,Health advisory,Bangalore to Jaipur,Follow local guidelines,1 week
Delhi,2025-02-21,Low,Health advisory,Bangalore to Kolkata,No Info,Indefinite
Mumbai,2025-02-14,Moderate,Political unrest,Pune to Chennai,No Info,3 days
Kolkata,2025-01-08,Moderate,Political unrest,Jaipur to Chennai,Follow local guidelines,1 week
Mumbai,2025-05-17,Severe,Political unrest,Pune to Chennai,No Info,1 day
Kolkata,2025-08-16,High,Weather,Mumbai to Delhi,Avoid non-essential travel,1 day
Bangalore,2025-06-10,Severe,Health advisory,Jaipur to Hyderabad,Follow local guidelines,Indefinite
Kolkata,2025-06-10,High,Infrastructure issues,Chennai to Pune,Monitor local news,1 day
Bangalore,2025-05-13,Low,Political unrest,Delhi to Pune,Follow local guidelines,1 day
Pune,2025-03-30,Severe,Infrastructure issues,Bangalore to Mumbai,Monitor local news,Indefinite
Kolkata,2024-12-16,Low,Political unrest,Jaipur to Chennai,Monitor local news,3 days
Delhi,2024-12-26,Severe,Health advisory,Delhi to Hyderabad,No Info,3 days
Delhi,2025-04-12,High,Weather,Bangalore to Kolkata,Monitor local news,1 week
Hyderabad,2025-08-12,Low,Weather,Delhi to Mumbai,Check with airlines,Indefinite
Chennai,2025-03-09,Severe,Health advisory,Kolkata to Jaipur,Avoid non-essential travel,1 week
Delhi,2024-10-19,High,Health advisory,Hyderabad to Kolkata,Avoid non-essential travel,1 day
Mumbai,2025-01-24,Severe,Health advisory,Pune to Delhi,Check with airlines,3 days
Jaipur,2024-11-23,Severe,Health advisory,Mumbai to Bangalore,Avoid non-essential travel,3 days
Bangalore,2025-01-07,High,Infrastructure issues,Mumbai to Delhi,Avoid non-essential travel,1 week
Pune,2025-07-04,Severe,Infrastructure issues,Mumbai to Kolkata,Follow local guidelines,3 days
Hyderabad,2025-03-29,High,Health advisory,Jaipur to Pune,Check with airlines,Indefinite
Hyderabad,2024-09-08,Severe,Political unrest,Hyderabad to Jaipur,Avoid non-essential travel,1 week
Chennai,2025-01-12,Severe,Infrastructure issues,Mumbai to Kolkata,Check with airlines,1 day
Bangalore,2024-10-27,Moderate,Health advisory,Kolkata to Chennai,Check with airlines,3 days
Chennai,2024-10-30,Severe,Health advisory,Chennai to Bangalore,Avoid non-essential travel,Indefinite
Jaipur,2024-09-09,Moderate,Infrastructure issues,Pune to Kolkata,Check with airlines,1 week
Mumbai,2025-05-28,High,Security concerns,Delhi to Mumbai,Follow local guidelines,1 week
Bangalore,2025-07-27,High,Health advisory,Delhi to Bangalore,Avoid non-essential travel,Indefinite
Delhi,2025-03-24,High,Weather,Chennai to Mumbai,Check with airlines,1 week
Pune,2025-01-08,Severe,Health advisory,Hyderabad to Bangalore,No Info,1 day
Bangalore,2025-08-04,Moderate,Health advisory,Jaipur to Pune,Monitor local news,3 days
Chennai,2025-07-04,High,Security concerns,Pune to Kolkata,Follow local guidelines,Indefinite
Jaipur,2024-09-10,Moderate,Infrastructure issues,Hyderabad to Chennai,Check with airlines,Indefinite
Pune,2025-03-13,Moderate,Political unrest,Jaipur to Chennai,Follow local guidelines,3 days
Bangalore,2024-10-17,High,Political unrest,Bangalore to Pune,Avoid non-essential travel,1 day
Pune,2024-12-08,Moderate,Security concerns,Bangalore to Delhi,Follow local guidelines,1 week
Pune,2025-08-14,Severe,Security concerns,Mumbai to Kolkata,No Info,1 week
Hyderabad,2024-10-17,Severe,Infrastructure issues,Hyderabad to Jaipur,Avoid non-essential travel,3 days
Mumbai,2024-10-20,High,Weather,Delhi to Chennai,Monitor local news,1 week
Delhi,2025-06-18,Moderate,Political unrest,Jaipur to Chennai,Check with airlines,3 days
Bangalore,2025-08-06,Severe,Political unrest,Chennai to Pune,Check with airlines,1 day
Hyderabad,2025-01-18,Low,Infrastructure issues,Bangalore to Jaipur,Follow local guidelines,1 week
Pune,2024-11-12,Moderate,Weather,Bangalore to Jaipur,Monitor local news,1 day
Chennai,2024-10-18,Moderate,Health advisory,Pune to Mumbai,Check with airlines,Indefinite
Kolkata,2025-05-27,Moderate,Infrastructure issues,Chennai to Jaipur,No Info,3 days
Jaipur,2025-08-23,Low,Security concerns,Delhi to Chennai,No Info,Indefinite
Chennai,2025-06-28,Severe,Infrastructure issues,Bangalore to Hyderabad,Avoid non-essential travel,Indefinite
Kolkata,2025-06-29,Severe,Political unrest,Chennai to Pune,Follow local guidelines,1 week
Kolkata,2025-03-26,Low,Health advisory,Kolkata to Bangalore,No Info,3 days
Bangalore,2024-12-17,High,Health advisory,Jaipur to Kolkata,Avoid non-essential travel,1 day
Pune,2024-11-11,Severe,Health advisory,Chennai to Delhi,No Info,3 days
Mumbai,2025-03-02,Severe,Health advisory,Hyderabad to Chennai,No Info,1 week
Mumbai,2025-05-29,High,Political unrest,Mumbai to Hyderabad,No Info,3 days
Kolkata,2024-12-09,Low,Infrastructure issues,Kolkata to Hyderabad,Monitor local news,1 week
Delhi,2025-04-30,High,Infrastructure issues,Mumbai to Bangalore,No Info,Indefinite
Chennai,2024-11-19,Low,Weather,Kolkata to Bangalore,Monitor local news,3 days
Kolkata,2025-05-01,High,Infrastructure issues,Mumbai to Hyderabad,No Info,1 week
Chennai,2025-07-24,Moderate,Weather,Kolkata to Bangalore,Monitor local news,1 day
Kolkata,2024-11-19,High,Weather,Jaipur to Chennai,Check with airlines,1 week
Chennai,2025-08-19,Moderate,Political unrest,Kolkata to Bangalore,No Info,1 week
Kolkata,2025-08-23,Low,Security concerns,Jaipur to Hyderabad,Monitor local news,1 week
Pune,2025-06-25,Low,Health advisory,Mumbai to Jaipur,Monitor local news,1 day
Pune,2024-11-01,Severe,Weather,Kolkata to Bangalore,Avoid non-essential travel,1 day
Mumbai,2024-11-16,Moderate,Weather,Hyderabad to Delhi,Avoid non-essential travel,3 days
Chennai,2025-08-15,Severe,Weather,Jaipur to Kolkata,No Info,Indefinite
Jaipur,2025-04-25,Low,Infrastructure issues,Delhi to Chennai,Follow local guidelines,1 week
Chennai,2025-06-13,Severe,Political unrest,Jaipur to Delhi,Avoid non-essential travel,1 week
Delhi,2025-07-25,Moderate,Health advisory,Kolkata to Jaipur,Check with airlines,1 week
Pune,2025-07-06,Moderate,Health advisory,Hyderabad to Pune,Avoid non-essential travel,Indefinite
Chennai,2025-08-21,Severe,Health advisory,Delhi to Pune,Monitor local news,1 day
Jaipur,2025-08-26,Moderate,Weather,Jaipur to Chennai,Check with airlines,Indefinite
Hyderabad,2025-03-30,Moderate,Health advisory,Chennai to Pune,Follow local guidelines,1 day
Chennai,2025-07-20,Moderate,Political unrest,Jaipur to Delhi,Avoid non-essential travel,1 week
Pune,2025-06-11,Moderate,Weather,Mumbai to Jaipur,Check with airlines,3 days
Pune,2025-03-17,Low,Political unrest,Mumbai to Bangalore,Follow local guidelines,3 days
Hyderabad,2024-09-03,Low,Political unrest,Chennai to Pune,Avoid non-essential travel,1 day
Delhi,2025-02-14,High,Infrastructure issues,Delhi to Mumbai,Follow local guidelines,Indefinite
Chennai,2025-01-27,Low,Health advisory,Chennai to Hyderabad,Check with airlines,3 days
Jaipur,2025-05-03,High,Security concerns,Jaipur to Bangalore,Follow local guidelines,Indefinite
Mumbai,2025-01-09,Severe,Political unrest,Mumbai to Jaipur,Check with airlines,1 week
Bangalore,2024-12-07,High,Infrastructure issues,Mumbai to Delhi,Follow local guidelines,1 week
Pune,2025-04-14,Moderate,Weather,Delhi to Jaipur,Avoid non-essential travel,1 week
Jaipur,2024-11-25,Low,Political unrest,Hyderabad to Bangalore,Avoid non-essential travel,Indefinite
Chennai,2025-07-27,Moderate,Infrastructure issues,Bangalore to Mumbai,Follow local guidelines,Indefinite
Hyderabad,2024-11-12,High,Weather,Jaipur to Mumbai,Follow local guidelines,Indefinite
Kolkata,2025-07-15,Severe,Infrastructure issues,Pune to Jaipur,Monitor local news,1 week
Hyderabad,2025-01-10,High,Infrastructure issues,Bangalore to Pune,Follow local guidelines,Indefinite
Mumbai,2025-02-03,High,Political unrest,Bangalore to Chennai,Check with airlines,Indefinite
Pune,2025-08-21,Low,Weather,Pune to Hyderabad,Monitor local news,Indefinite
Delhi,2024-11-14,High,Health advisory,Delhi to Jaipur,No Info,Indefinite
Bangalore,2025-07-09,Low,Security concerns,Bangalore to Delhi,Follow local guidelines,1 day
Jaipur,2025-05-17,High,Political unrest,Jaipur to Kolkata,Avoid non-essential travel,1 week
Bangalore,2025-01-29,High,Health advisory,Chennai to Pune,No Info,3 days
Mumbai,2025-02-10,Low,Political unrest,Delhi to Chennai,Follow local guidelines,Indefinite
Bangalore,2025-08-13,Moderate,Health advisory,Jaipur to Pune,Avoid non-essential travel,Indefinite
Chennai,2025-08-25,Moderate,Health advisory,Delhi to Hyderabad,No Info,1 week
Delhi,2025-06-07,Severe,Weather,Chennai to Hyderabad,Follow local guidelines,1 week
Delhi,2025-01-17,Severe,Health advisory,Bangalore to Chennai,Check with airlines,Indefinite
Pune,2025-07-26,Severe,Infrastructure issues,Mumbai to Delhi,Avoid non-essential travel,1 week
Pune,2025-08-26,High,Health advisory,Pune to Hyderabad,Monitor local news,1 day
Mumbai,2024-12-24,Moderate,Infrastructure issues,Chennai to Kolkata,No Info,3 days
Pune,2025-02-12,Moderate,Political unrest,Kolkata to Hyderabad,Monitor local news,1 week
Hyderabad,2025-02-04,High,Political unrest,Delhi to Mumbai,Avoid non-essential travel,3 days
Jaipur,2025-05-08,Moderate,Infrastructure issues,Mumbai to Bangalore,No Info,1 week
Hyderabad,2024-09-10,Severe,Infrastructure issues,Jaipur to Hyderabad,Monitor local news,Indefinite
Jaipur,2024-09-24,Moderate,Political unrest,Jaipur to Pune,Follow local guidelines,1 week
Bangalore,2024-11-06,Low,Weather,Mumbai to Pune,Check with airlines,3 days
Chennai,2025-06-11,High,Infrastructure issues,Pune to Mumbai,Avoid non-essential travel,3 days
Delhi,2025-07-24,Moderate,Infrastructure issues,Bangalore to Pune,Follow local guidelines,3 days
Bangalore,2025-07-13,Moderate,Weather,Kolkata to Delhi,No Info,1 week
Pune,2024-10-08,Low,Health advisory,Mumbai to Chennai,Avoid non-essential travel,1 day
Pune,2024-11-16,Moderate,Infrastructure issues,Mumbai to Delhi,Avoid non-essential travel,1 week
Bangalore,2024-09-13,Moderate,Security concerns,Jaipur to Hyderabad,Monitor local news,Indefinite
Chennai,2025-01-04,Low,Political unrest,Chennai to Hyderabad,Follow local guidelines,3 days
Pune,2024-12-20,High,Health advisory,Bangalore to Delhi,No Info,1 day
Chennai,2024-10-27,Severe,Political unrest,Hyderabad to Mumbai,Monitor local news,3 days
Mumbai,2024-09-10,Moderate,Weather,Chennai to Bangalore,Monitor local news,3 days
Hyderabad,2025-07-21,High,Health advisory,Kolkata to Jaipur,Follow local guidelines,1 day
Hyderabad,2025-01-31,Low,Weather,Jaipur to Mumbai,Avoid non-essential travel,1 day
Mumbai,2025-03-27,Moderate,Health advisory,Hyderabad to Pune,Avoid non-essential travel,Indefinite
Jaipur,2025-03-22,Moderate,Security concerns,Bangalore to Chennai,No Info,3 days
Jaipur,2025-03-20,Severe,Weather,Chennai to Delhi,Follow local guidelines,1 week
Mumbai,2025-03-23,Severe,Security concerns,Pune to Chennai,Avoid non-essential travel,1 day
Pune,2025-03-22,High,Weather,Chennai to Mumbai,Follow local guidelines,1 day
Chennai,2025-06-25,Severe,Health advisory,Bangalore to Delhi,Check with airlines,1 day
Chennai,2025-02-22,Low,Weather,Delhi to Jaipur,Follow local guidelines,1 week
Chennai,2025-07-30,High,Security concerns,Mumbai to Pune,Avoid non-essential travel,3 days
Kolkata,2025-08-31,Moderate,Infrastructure issues,Bangalore to Chennai,Monitor local news,Indefinite
Delhi,2025-07-01,High,Weather,Jaipur to Kolkata,Follow local guidelines,1 week
Jaipur,2025-04-02,Moderate,Political unrest,Chennai to Hyderabad,No Info,1 week
Kolkata,2025-07-20,Moderate,Infrastructure issues,Mumbai to Delhi,Monitor local news,1 day
Pune,2024-12-01,Low,Infrastructure issues,Jaipur to Pune,Monitor local news,Indefinite
