Hotel_Name,City,Check_In_Date,Room_Type,Price_Per_Night,Availability_Status,Additional_Info,Check_Out_Date,Total_Nights
Comfort Stay,Bangalore,2025-08-18,Deluxe,9179,Fully Booked,Breakfast Included,2025-08-26,8
The Luxe,Chennai,2025-08-02,Deluxe,10550,Fully Booked,Airport Shuttle,2025-08-11,9
Mountain Lodge,Jaipur,2024-09-11,Double,8423,Fully Booked,No Info,2024-09-14,3
Hotel Grand,Hyderabad,2025-05-09,Deluxe,5290,Fully Booked,Pool Access Included,2025-05-15,6
Royal Palace,Mumbai,2025-07-09,Deluxe,5226,Fully Booked,Breakfast Included,2025-07-10,1
Ocean View,Pune,2024-11-08,Single,13078,Fully Booked,No Info,2024-11-11,3
Comfort Stay,Jaipur,2024-11-19,Suite,13153,Available,No Info,2024-11-28,9
Mountain Lodge,Delhi,2024-12-07,Deluxe,14054,Available,No Info,2024-12-10,3
Comfort Stay,Kolkata,2025-03-03,Double,9500,Available,No Info,2025-03-04,1
City Inn,Bangalore,2024-09-16,Deluxe,4932,Available,Breakfast Included,2024-09-26,10
Comfort Stay,Hyderabad,2025-08-08,Single,12764,Fully Booked,Airport Shuttle,2025-08-10,2
Royal Palace,Mumbai,2025-02-02,Single,13073,Fully Booked,Free Wi-Fi,2025-02-05,3
City Inn,Mumbai,2025-06-23,Deluxe,2041,Fully Booked,No Info,2025-06-26,3
Comfort Stay,Mumbai,2025-07-08,Single,3567,Fully Booked,Free Wi-Fi,2025-07-17,9
The Luxe,Hyderabad,2025-03-20,Double,7977,Available,Pool Access Included,2025-03-28,8
Ocean View,Mumbai,2025-05-27,Suite,6032,Fully Booked,Breakfast Included,2025-06-01,5
Royal Palace,Jaipur,2025-02-12,Single,4063,Available,No Info,2025-02-13,1
Mountain Lodge,Chennai,2025-08-26,Suite,14436,Available,Pool Access Included,2025-08-28,2
Hotel Grand,Mumbai,2025-02-25,Single,12798,Available,Pool Access Included,2025-03-03,6
City Inn,Mumbai,2025-08-27,Double,13258,Fully Booked,Pool Access Included,2025-08-31,4
Hotel Grand,Delhi,2024-10-17,Suite,9687,Fully Booked,No Info,2024-10-23,6
Mountain Lodge,Jaipur,2025-05-17,Single,2553,Fully Booked,No Info,2025-05-25,8
Mountain Lodge,Mumbai,2025-07-02,Single,5705,Available,Pool Access Included,2025-07-03,1
Mountain Lodge,Bangalore,2025-03-26,Single,14595,Available,Free Wi-Fi,2025-04-05,10
Royal Palace,Bangalore,2025-06-01,Double,2425,Fully Booked,Pool Access Included,2025-06-05,4
Mountain Lodge,Bangalore,2024-12-10,Single,5694,Fully Booked,Breakfast Included,2024-12-13,3
Royal Palace,Kolkata,2025-06-22,Double,11405,Fully Booked,Airport Shuttle,2025-06-30,8
The Luxe,Kolkata,2025-07-21,Deluxe,11107,Available,Pool Access Included,2025-07-29,8
City Inn,Jaipur,2024-09-01,Suite,3551,Fully Booked,Airport Shuttle,2024-09-03,2
City Inn,Chennai,2025-08-27,Suite,11083,Available,Pool Access Included,2025-09-02,6
The Luxe,Delhi,2024-11-05,Suite,8792,Available,Pool Access Included,2024-11-14,9
Comfort Stay,Pune,2025-04-26,Single,5288,Fully Booked,Breakfast Included,2025-05-06,10
Ocean View,Jaipur,2025-04-28,Suite,6922,Available,Airport Shuttle,2025-05-02,4
Hotel Grand,Chennai,2025-08-29,Double,2321,Available,Breakfast Included,2025-08-31,2
Royal Palace,Jaipur,2025-04-26,Double,3779,Available,No Info,2025-05-05,9
Mountain Lodge,Pune,2025-07-29,Deluxe,4763,Fully Booked,Breakfast Included,2025-08-06,8
Hotel Grand,Delhi,2025-04-17,Suite,4003,Available,Free Wi-Fi,2025-04-26,9
The Luxe,Mumbai,2025-04-02,Double,11681,Fully Booked,Pool Access Included,2025-04-12,10
Comfort Stay,Kolkata,2025-07-04,Deluxe,3203,Fully Booked,Pool Access Included,2025-07-12,8
Comfort Stay,Hyderabad,2024-09-16,Deluxe,12539,Fully Booked,Breakfast Included,2024-09-25,9
Mountain Lodge,Delhi,2025-04-02,Deluxe,13559,Fully Booked,No Info,2025-04-10,8
Mountain Lodge,Delhi,2025-03-21,Deluxe,5540,Available,Free Wi-Fi,2025-03-31,10
Royal Palace,Bangalore,2024-12-03,Suite,9983,Fully Booked,Breakfast Included,2024-12-07,4
Hotel Grand,Bangalore,2024-11-14,Single,12807,Available,Free Wi-Fi,2024-11-17,3
Comfort Stay,Bangalore,2025-01-12,Single,2688,Fully Booked,Free Wi-Fi,2025-01-14,2
Hotel Grand,Pune,2025-07-26,Suite,8153,Available,Free Wi-Fi,2025-08-03,8
Ocean View,Delhi,2025-06-10,Deluxe,9795,Available,Breakfast Included,2025-06-18,8
Mountain Lodge,Chennai,2025-09-01,Double,6097,Available,No Info,2025-09-07,6
The Luxe,Bangalore,2025-07-17,Suite,3389,Available,Breakfast Included,2025-07-26,9
The Luxe,Pune,2025-08-01,Single,8804,Fully Booked,Airport Shuttle,2025-08-02,1
Comfort Stay,Mumbai,2024-10-02,Suite,5339,Available,Airport Shuttle,2024-10-06,4
Comfort Stay,Delhi,2024-09-08,Deluxe,8082,Available,Breakfast Included,2024-09-13,5
The Luxe,Mumbai,2025-06-15,Suite,8858,Available,Pool Access Included,2025-06-20,5
Ocean View,Jaipur,2025-01-11,Double,11090,Fully Booked,Breakfast Included,2025-01-20,9
The Luxe,Bangalore,2024-10-08,Single,3894,Fully Booked,Breakfast Included,2024-10-18,10
The Luxe,Chennai,2024-09-26,Deluxe,9099,Fully Booked,Breakfast Included,2024-09-27,1
Comfort Stay,Mumbai,2024-09-21,Single,6785,Available,No Info,2024-09-25,4
Mountain Lodge,Mumbai,2025-01-29,Double,10795,Fully Booked,No Info,2025-02-05,7
Hotel Grand,Delhi,2025-07-21,Deluxe,4738,Fully Booked,Free Wi-Fi,2025-07-24,3
Ocean View,Chennai,2025-05-20,Deluxe,12537,Fully Booked,Free Wi-Fi,2025-05-30,10
Hotel Grand,Kolkata,2024-10-09,Deluxe,10919,Fully Booked,Breakfast Included,2024-10-16,7
Hotel Grand,Hyderabad,2024-10-08,Single,13314,Fully Booked,Free Wi-Fi,2024-10-17,9
Royal Palace,Mumbai,2025-01-25,Double,12723,Fully Booked,Pool Access Included,2025-01-29,4
Hotel Grand,Kolkata,2025-01-18,Single,14024,Available,Pool Access Included,2025-01-27,9
Hotel Grand,Hyderabad,2025-01-28,Double,11083,Fully Booked,Free Wi-Fi,2025-01-31,3
Hotel Grand,Pune,2024-11-13,Single,7874,Available,No Info,2024-11-14,1
Comfort Stay,Kolkata,2025-05-05,Double,5180,Available,Breakfast Included,2025-05-13,8
Mountain Lodge,Pune,2025-05-28,Single,2836,Fully Booked,Free Wi-Fi,2025-05-30,2
Hotel Grand,Jaipur,2025-02-02,Deluxe,12343,Fully Booked,No Info,2025-02-11,9
Mountain Lodge,Chennai,2025-08-05,Deluxe,11159,Available,Free Wi-Fi,2025-08-08,3
City Inn,Pune,2025-08-27,Suite,10711,Available,Breakfast Included,2025-08-30,3
Hotel Grand,Chennai,2024-11-29,Deluxe,11981,Fully Booked,No Info,2024-12-09,10
City Inn,Bangalore,2025-03-15,Suite,2863,Fully Booked,Pool Access Included,2025-03-25,10
Ocean View,Mumbai,2025-06-04,Double,2871,Available,Free Wi-Fi,2025-06-14,10
Ocean View,Jaipur,2024-10-17,Single,10864,Fully Booked,No Info,2024-10-21,4
The Luxe,Bangalore,2025-06-24,Double,2861,Available,Breakfast Included,2025-06-28,4
Mountain Lodge,Mumbai,2025-08-01,Single,9638,Fully Booked,Breakfast Included,2025-08-04,3
The Luxe,Chennai,2024-09-12,Deluxe,4307,Available,Airport Shuttle,2024-09-21,9
Royal Palace,Pune,2025-02-24,Double,4235,Fully Booked,Pool Access Included,2025-02-28,4
Ocean View,Mumbai,2025-03-15,Double,5782,Available,No Info,2025-03-22,7
City Inn,Chennai,2025-04-05,Double,3273,Fully Booked,Pool Access Included,2025-04-08,3
Ocean View,Jaipur,2025-03-18,Suite,6249,Available,Airport Shuttle,2025-03-21,3
City Inn,Delhi,2025-05-29,Deluxe,11711,Available,Airport Shuttle,2025-05-31,2
Mountain Lodge,Mumbai,2025-03-10,Suite,8883,Fully Booked,Breakfast Included,2025-03-12,2
Ocean View,Mumbai,2024-10-14,Suite,8981,Available,No Info,2024-10-21,7
Ocean View,Pune,2025-01-07,Double,10990,Available,Airport Shuttle,2025-01-08,1
City Inn,Mumbai,2025-01-22,Deluxe,14599,Available,Airport Shuttle,2025-01-30,8
Ocean View,Mumbai,2025-04-29,Deluxe,11466,Fully Booked,Pool Access Included,2025-05-05,6
Mountain Lodge,Chennai,2025-03-06,Double,8341,Fully Booked,Airport Shuttle,2025-03-15,9
The Luxe,Delhi,2024-11-22,Single,8899,Available,Free Wi-Fi,2024-11-28,6
The Luxe,Hyderabad,2025-07-04,Single,10051,Available,Airport Shuttle,2025-07-14,10
Ocean View,Bangalore,2025-03-15,Deluxe,6936,Available,Breakfast Included,2025-03-18,3
Ocean View,Kolkata,2024-09-05,Deluxe,14736,Fully Booked,Free Wi-Fi,2024-09-11,6
Hotel Grand,Jaipur,2025-05-05,Single,14063,Available,Free Wi-Fi,2025-05-13,8
Mountain Lodge,Pune,2024-11-02,Double,3533,Fully Booked,No Info,2024-11-06,4
The Luxe,Chennai,2025-08-05,Suite,3100,Available,Free Wi-Fi,2025-08-06,1
Ocean View,Bangalore,2024-10-31,Deluxe,2170,Available,Free Wi-Fi,2024-11-03,3
City Inn,Jaipur,2025-05-21,Suite,12444,Fully Booked,Airport Shuttle,2025-05-23,2
Mountain Lodge,Bangalore,2024-11-17,Double,8677,Available,Breakfast Included,2024-11-18,1
Hotel Grand,Pune,2024-09-27,Suite,12310,Fully Booked,No Info,2024-09-29,2
Ocean View,Mumbai,2025-06-05,Deluxe,10918,Fully Booked,Free Wi-Fi,2025-06-14,9
Ocean View,Jaipur,2024-12-17,Double,4268,Available,Pool Access Included,2024-12-23,6
Mountain Lodge,Bangalore,2025-08-13,Single,10913,Fully Booked,Pool Access Included,2025-08-18,5
City Inn,Delhi,2025-06-14,Single,7843,Fully Booked,Breakfast Included,2025-06-17,3
Royal Palace,Mumbai,2025-01-26,Single,3953,Available,Breakfast Included,2025-02-03,8
Hotel Grand,Mumbai,2024-12-08,Suite,14909,Fully Booked,Breakfast Included,2024-12-11,3
Comfort Stay,Mumbai,2025-01-09,Double,5246,Available,Airport Shuttle,2025-01-15,6
Hotel Grand,Kolkata,2025-07-03,Suite,13292,Available,Airport Shuttle,2025-07-10,7
City Inn,Jaipur,2025-06-10,Double,2779,Available,Free Wi-Fi,2025-06-18,8
The Luxe,Delhi,2024-10-07,Deluxe,7394,Fully Booked,Airport Shuttle,2024-10-11,4
Mountain Lodge,Mumbai,2025-02-15,Deluxe,5448,Available,No Info,2025-02-20,5
Royal Palace,Jaipur,2025-03-27,Suite,11533,Fully Booked,Free Wi-Fi,2025-04-02,6
Mountain Lodge,Jaipur,2024-12-03,Suite,5478,Available,Airport Shuttle,2024-12-08,5
The Luxe,Bangalore,2024-11-09,Suite,13886,Fully Booked,Pool Access Included,2024-11-19,10
Comfort Stay,Hyderabad,2024-11-28,Deluxe,8694,Available,Airport Shuttle,2024-11-29,1
Ocean View,Pune,2025-03-17,Deluxe,10327,Fully Booked,Pool Access Included,2025-03-27,10
Mountain Lodge,Hyderabad,2024-10-30,Deluxe,8171,Fully Booked,Pool Access Included,2024-11-08,9
Mountain Lodge,Hyderabad,2025-03-11,Single,12736,Fully Booked,Pool Access Included,2025-03-17,6
Mountain Lodge,Kolkata,2024-11-18,Suite,8964,Fully Booked,Airport Shuttle,2024-11-26,8
Hotel Grand,Hyderabad,2025-04-07,Suite,12451,Available,Free Wi-Fi,2025-04-15,8
Comfort Stay,Mumbai,2025-07-13,Single,3132,Available,Breakfast Included,2025-07-16,3
Hotel Grand,Kolkata,2024-11-12,Suite,11091,Available,Pool Access Included,2024-11-22,10
The Luxe,Jaipur,2025-04-01,Suite,8419,Available,Breakfast Included,2025-04-06,5
City Inn,Bangalore,2024-11-28,Single,3419,Fully Booked,Pool Access Included,2024-12-07,9
City Inn,Chennai,2025-08-18,Suite,5257,Available,Pool Access Included,2025-08-26,8
Comfort Stay,Bangalore,2024-09-14,Deluxe,14280,Available,Free Wi-Fi,2024-09-24,10
City Inn,Jaipur,2025-05-07,Deluxe,7244,Available,Pool Access Included,2025-05-10,3
Mountain Lodge,Delhi,2025-02-01,Deluxe,10954,Available,Airport Shuttle,2025-02-07,6
Mountain Lodge,Mumbai,2024-11-26,Single,9609,Available,Airport Shuttle,2024-11-27,1
The Luxe,Kolkata,2024-10-17,Deluxe,6347,Fully Booked,Free Wi-Fi,2024-10-24,7
Hotel Grand,Mumbai,2025-03-16,Deluxe,6752,Fully Booked,Free Wi-Fi,2025-03-25,9
Comfort Stay,Hyderabad,2025-02-14,Suite,5934,Available,Airport Shuttle,2025-02-22,8
Comfort Stay,Mumbai,2025-03-17,Single,2905,Available,No Info,2025-03-23,6
Ocean View,Hyderabad,2025-08-21,Deluxe,11963,Fully Booked,Free Wi-Fi,2025-08-27,6
The Luxe,Chennai,2024-11-30,Deluxe,6188,Available,Free Wi-Fi,2024-12-02,2
Ocean View,Mumbai,2025-01-18,Suite,12431,Available,Breakfast Included,2025-01-21,3
Comfort Stay,Jaipur,2024-10-21,Deluxe,8539,Available,Airport Shuttle,2024-10-31,10
Comfort Stay,Jaipur,2025-08-08,Suite,13698,Fully Booked,No Info,2025-08-13,5
Royal Palace,Hyderabad,2025-01-19,Double,3041,Available,Pool Access Included,2025-01-21,2
Comfort Stay,Jaipur,2025-07-10,Double,2078,Available,Pool Access Included,2025-07-15,5
The Luxe,Kolkata,2025-06-14,Single,8721,Available,Breakfast Included,2025-06-16,2
Royal Palace,Jaipur,2025-06-06,Suite,6575,Available,Breakfast Included,2025-06-09,3
Comfort Stay,Kolkata,2025-06-24,Suite,2350,Available,Pool Access Included,2025-06-30,6
The Luxe,Pune,2025-01-11,Deluxe,3472,Available,Pool Access Included,2025-01-15,4
Royal Palace,Mumbai,2024-10-21,Single,12439,Available,No Info,2024-10-23,2
Mountain Lodge,Pune,2024-12-23,Deluxe,11439,Fully Booked,Breakfast Included,2024-12-31,8
Royal Palace,Hyderabad,2024-12-10,Single,2059,Fully Booked,Free Wi-Fi,2024-12-18,8
City Inn,Bangalore,2025-01-02,Suite,8322,Fully Booked,Pool Access Included,2025-01-08,6
Royal Palace,Chennai,2025-01-09,Single,10866,Available,Pool Access Included,2025-01-13,4
Mountain Lodge,Delhi,2025-07-24,Suite,13828,Fully Booked,Breakfast Included,2025-07-29,5
Hotel Grand,Delhi,2025-07-03,Single,14585,Available,Breakfast Included,2025-07-08,5
City Inn,Pune,2025-02-07,Double,4938,Available,Breakfast Included,2025-02-16,9
Comfort Stay,Pune,2024-10-11,Suite,13494,Available,Pool Access Included,2024-10-20,9
Royal Palace,Bangalore,2024-12-06,Deluxe,12583,Available,Breakfast Included,2024-12-07,1
Hotel Grand,Mumbai,2025-06-28,Deluxe,6150,Fully Booked,Breakfast Included,2025-06-30,2
Comfort Stay,Jaipur,2024-09-17,Single,2846,Fully Booked,Airport Shuttle,2024-09-25,8
Ocean View,Kolkata,2025-01-29,Suite,6282,Available,Breakfast Included,2025-02-01,3
City Inn,Jaipur,2025-03-26,Double,2417,Fully Booked,Free Wi-Fi,2025-03-27,1
City Inn,Pune,2025-06-15,Double,14239,Fully Booked,Pool Access Included,2025-06-25,10
Hotel Grand,Kolkata,2025-03-05,Single,3271,Fully Booked,No Info,2025-03-10,5
Comfort Stay,Pune,2024-09-26,Double,6368,Fully Booked,No Info,2024-10-05,9
Comfort Stay,Kolkata,2025-05-10,Double,5680,Fully Booked,No Info,2025-05-20,10
Hotel Grand,Chennai,2025-05-07,Deluxe,11421,Available,No Info,2025-05-11,4
Royal Palace,Chennai,2025-08-26,Suite,4477,Available,Breakfast Included,2025-09-03,8
Hotel Grand,Kolkata,2025-04-11,Double,13945,Available,No Info,2025-04-17,6
Comfort Stay,Pune,2024-09-06,Suite,2431,Available,Pool Access Included,2024-09-14,8
Royal Palace,Hyderabad,2025-06-07,Suite,3582,Available,Free Wi-Fi,2025-06-16,9
Hotel Grand,Pune,2024-12-22,Suite,14063,Available,Airport Shuttle,2024-12-30,8
The Luxe,Mumbai,2025-05-16,Deluxe,14960,Fully Booked,No Info,2025-05-18,2
City Inn,Pune,2025-03-26,Single,12591,Fully Booked,Pool Access Included,2025-03-30,4
City Inn,Delhi,2025-04-26,Single,10296,Available,Airport Shuttle,2025-05-05,9
Mountain Lodge,Mumbai,2024-11-17,Suite,5147,Available,Airport Shuttle,2024-11-27,10
City Inn,Pune,2024-12-30,Double,2522,Available,Pool Access Included,2025-01-07,8
Mountain Lodge,Hyderabad,2025-01-31,Deluxe,14023,Available,Pool Access Included,2025-02-01,1
Mountain Lodge,Hyderabad,2024-10-06,Single,12087,Available,Pool Access Included,2024-10-13,7
City Inn,Hyderabad,2025-07-07,Double,8460,Available,Breakfast Included,2025-07-11,4
Mountain Lodge,Jaipur,2025-02-23,Single,5272,Available,No Info,2025-03-02,7
The Luxe,Kolkata,2025-03-20,Single,9517,Available,Breakfast Included,2025-03-28,8
Royal Palace,Hyderabad,2025-05-27,Double,9647,Available,Breakfast Included,2025-05-28,1
Comfort Stay,Jaipur,2025-02-02,Suite,10895,Available,Breakfast Included,2025-02-04,2
Royal Palace,Mumbai,2024-10-23,Double,8570,Available,Breakfast Included,2024-11-02,10
Comfort Stay,Chennai,2024-09-13,Double,7467,Available,Airport Shuttle,2024-09-16,3
Ocean View,Mumbai,2025-03-13,Suite,10321,Fully Booked,No Info,2025-03-22,9
City Inn,Kolkata,2025-01-21,Double,14563,Fully Booked,Airport Shuttle,2025-01-30,9
Hotel Grand,Delhi,2024-09-07,Double,4703,Fully Booked,Airport Shuttle,2024-09-09,2
The Luxe,Jaipur,2025-07-30,Double,5826,Available,Free Wi-Fi,2025-08-02,3
Royal Palace,Chennai,2025-02-19,Single,4813,Fully Booked,Free Wi-Fi,2025-02-22,3
Mountain Lodge,Hyderabad,2024-09-25,Suite,13336,Available,Free Wi-Fi,2024-10-01,6
Hotel Grand,Kolkata,2024-10-29,Suite,13033,Available,Pool Access Included,2024-11-02,4
Comfort Stay,Delhi,2025-07-29,Suite,14780,Fully Booked,Breakfast Included,2025-08-06,8
Comfort Stay,Jaipur,2024-10-05,Single,7302,Fully Booked,Airport Shuttle,2024-10-06,1
City Inn,Bangalore,2025-08-24,Single,6264,Fully Booked,Breakfast Included,2025-08-26,2
Mountain Lodge,Kolkata,2025-02-02,Deluxe,11462,Fully Booked,Breakfast Included,2025-02-05,3
Ocean View,Kolkata,2025-06-06,Double,7754,Available,Pool Access Included,2025-06-07,1
City Inn,Mumbai,2025-02-20,Single,13682,Available,Free Wi-Fi,2025-02-25,5
Royal Palace,Hyderabad,2025-03-24,Deluxe,14430,Available,Airport Shuttle,2025-03-31,7
City Inn,Hyderabad,2024-09-22,Double,6448,Available,Free Wi-Fi,2024-09-25,3
The Luxe,Delhi,2025-08-29,Suite,9820,Available,Airport Shuttle,2025-08-30,1
Ocean View,Kolkata,2025-04-12,Suite,7997,Available,Breakfast Included,2025-04-17,5
Hotel Grand,Kolkata,2025-04-28,Double,3064,Available,Breakfast Included,2025-05-05,7
Ocean View,Kolkata,2024-09-13,Suite,4680,Available,Free Wi-Fi,2024-09-20,7
Mountain Lodge,Delhi,2025-05-12,Double,4820,Available,Free Wi-Fi,2025-05-16,4
Mountain Lodge,Bangalore,2025-05-29,Double,14679,Available,No Info,2025-06-03,5
City Inn,Bangalore,2024-11-25,Deluxe,2710,Available,No Info,2024-11-30,5
Royal Palace,Chennai,2025-02-28,Suite,8044,Available,Free Wi-Fi,2025-03-06,6
Ocean View,Chennai,2025-03-13,Single,7564,Fully Booked,Airport Shuttle,2025-03-15,2
The Luxe,Pune,2025-07-23,Suite,3434,Available,No Info,2025-08-02,10
Comfort Stay,Chennai,2024-11-26,Suite,2080,Fully Booked,Airport Shuttle,2024-11-30,4
Ocean View,Delhi,2025-01-02,Deluxe,10393,Fully Booked,Airport Shuttle,2025-01-10,8
Royal Palace,Bangalore,2025-04-05,Double,9806,Available,Pool Access Included,2025-04-12,7
City Inn,Jaipur,2025-08-14,Single,14772,Fully Booked,No Info,2025-08-16,2
Mountain Lodge,Hyderabad,2024-10-24,Double,7948,Available,Airport Shuttle,2024-10-29,5
Hotel Grand,Chennai,2024-10-21,Suite,10668,Fully Booked,No Info,2024-10-31,10
Royal Palace,Pune,2025-07-16,Deluxe,11788,Available,Breakfast Included,2025-07-20,4
Ocean View,Chennai,2025-05-09,Deluxe,4957,Available,No Info,2025-05-10,1
Hotel Grand,Jaipur,2025-07-25,Suite,10990,Available,Free Wi-Fi,2025-07-26,1
Mountain Lodge,Bangalore,2025-08-14,Single,14835,Fully Booked,Free Wi-Fi,2025-08-22,8
Mountain Lodge,Jaipur,2025-03-25,Suite,10347,Fully Booked,Pool Access Included,2025-03-30,5
Royal Palace,Hyderabad,2024-09-15,Single,3001,Fully Booked,Airport Shuttle,2024-09-16,1
Ocean View,Bangalore,2025-06-26,Suite,3008,Fully Booked,Breakfast Included,2025-07-02,6
Royal Palace,Mumbai,2025-06-24,Single,11443,Available,Pool Access Included,2025-06-28,4
Royal Palace,Bangalore,2025-04-22,Deluxe,13864,Fully Booked,Pool Access Included,2025-04-26,4
The Luxe,Jaipur,2024-11-22,Deluxe,14489,Available,Airport Shuttle,2024-11-28,6
Royal Palace,Bangalore,2024-12-12,Suite,2518,Fully Booked,No Info,2024-12-22,10
Comfort Stay,Mumbai,2025-01-16,Deluxe,7428,Available,Breakfast Included,2025-01-17,1
Ocean View,Hyderabad,2024-10-27,Double,6756,Fully Booked,Airport Shuttle,2024-10-31,4
City Inn,Kolkata,2024-09-23,Double,10958,Fully Booked,Pool Access Included,2024-09-28,5
The Luxe,Chennai,2025-03-17,Deluxe,11583,Fully Booked,Breakfast Included,2025-03-20,3
Hotel Grand,Jaipur,2025-03-07,Single,4036,Fully Booked,Breakfast Included,2025-03-17,10
Hotel Grand,Delhi,2025-02-18,Suite,7283,Fully Booked,Free Wi-Fi,2025-02-22,4
Ocean View,Delhi,2024-12-26,Double,10170,Fully Booked,Free Wi-Fi,2024-12-30,4
Ocean View,Delhi,2025-07-11,Suite,14890,Available,Breakfast Included,2025-07-16,5
City Inn,Delhi,2025-04-22,Single,6095,Fully Booked,Breakfast Included,2025-04-23,1
Ocean View,Hyderabad,2024-10-17,Single,11181,Fully Booked,Breakfast Included,2024-10-20,3
Hotel Grand,Chennai,2025-01-01,Deluxe,7027,Fully Booked,Breakfast Included,2025-01-11,10
Mountain Lodge,Kolkata,2025-05-09,Single,12282,Available,Airport Shuttle,2025-05-18,9
City Inn,Kolkata,2025-04-26,Deluxe,6143,Available,Airport Shuttle,2025-04-30,4
Ocean View,Jaipur,2024-12-15,Suite,9209,Available,Breakfast Included,2024-12-18,3
Comfort Stay,Kolkata,2024-09-28,Single,3845,Available,Breakfast Included,2024-10-01,3
Royal Palace,Jaipur,2025-07-13,Suite,8512,Available,Pool Access Included,2025-07-14,1
Hotel Grand,Bangalore,2025-02-03,Deluxe,2042,Available,No Info,2025-02-11,8
Comfort Stay,Mumbai,2025-02-01,Suite,8088,Available,No Info,2025-02-02,1
Royal Palace,Delhi,2024-09-18,Single,3641,Fully Booked,Free Wi-Fi,2024-09-19,1
Comfort Stay,Bangalore,2024-12-05,Suite,4276,Fully Booked,Airport Shuttle,2024-12-15,10
Comfort Stay,Hyderabad,2024-10-23,Single,9243,Available,Airport Shuttle,2024-10-27,4
Ocean View,Chennai,2025-01-02,Suite,11032,Available,Airport Shuttle,2025-01-12,10
City Inn,Hyderabad,2025-06-03,Deluxe,4953,Fully Booked,Pool Access Included,2025-06-12,9
The Luxe,Pune,2025-08-21,Single,5934,Fully Booked,No Info,2025-08-31,10
City Inn,Jaipur,2024-10-17,Suite,7372,Available,Free Wi-Fi,2024-10-25,8
Ocean View,Bangalore,2025-06-15,Suite,7116,Fully Booked,Pool Access Included,2025-06-22,7
Comfort Stay,Hyderabad,2024-10-08,Single,11043,Fully Booked,Free Wi-Fi,2024-10-13,5
City Inn,Bangalore,2025-02-03,Double,12602,Fully Booked,Pool Access Included,2025-02-13,10
City Inn,Bangalore,2025-04-01,Single,10433,Fully Booked,Free Wi-Fi,2025-04-04,3
Royal Palace,Chennai,2024-09-09,Suite,4297,Fully Booked,No Info,2024-09-16,7
Royal Palace,Kolkata,2025-02-14,Single,2607,Available,Pool Access Included,2025-02-15,1
The Luxe,Pune,2025-03-23,Single,3566,Fully Booked,Breakfast Included,2025-04-02,10
The Luxe,Jaipur,2025-05-22,Suite,2457,Available,No Info,2025-05-25,3
Hotel Grand,Delhi,2025-01-10,Suite,14389,Fully Booked,Pool Access Included,2025-01-14,4
Ocean View,Jaipur,2024-09-04,Single,12749,Available,No Info,2024-09-11,7
City Inn,Hyderabad,2025-04-24,Single,6448,Fully Booked,Airport Shuttle,2025-05-03,9
